2023-10-06 10:03:22,b01
2023-10-06 10:04:27,a04
2023-10-06 10:05:22,c04
2023-10-06 10:06:32,b03
2023-10-06 10:07:52,b05
2023-10-06 10:08:57,d01
2023-10-06 10:09:56,b04
2023-10-06 10:10:49,d04
2023-10-06 10:11:48,a01
2023-10-06 10:12:54,d05
2023-10-06 10:13:55,a02
2023-10-06 10:14:51,d02
2023-10-06 10:15:49,a05
2023-10-06 10:16:40,b02
2023-10-06 10:17:45,c01
2023-10-06 10:18:49,c03
2023-10-06 10:19:41,c05
2023-10-06 10:20:33,d03
2023-10-06 10:21:38,c02
2023-10-06 10:22:56,a03
